epoch,learning_rate,train_loss,train_acc,val_loss,val_acc
1,0.0005,0.8943675371507803,0.6321614583333334,0.868292707602183,0.6366666666666667
2,0.00048788648778305053,0.5313597768545151,0.8736979166666666,0.5011920460065206,0.86
3,0.0004527317061077995,0.4096791303406159,0.9205729166666666,0.4469566281636556,0.9233333333333333
4,0.0003979768499423871,0.3524437223871549,0.9576822916666666,0.41332533478736877,0.9066666666666666
5,0.0003289817061077995,0.31298823778827983,0.9739583333333334,0.4021996259689331,0.92
6,0.0002525,0.2963579644759496,0.98046875,0.42518927971522014,0.9066666666666666
